label,URL,amaa,crossvalidation,attributelength,qualitycontrol,regexlearner,none
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=Macaroons+-+Two+Bite+Choc&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=Macaroons+-+Two+Bite+Choc&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=Macaroons+-+Two+Bite+Choc&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=Macaroons+-+Two+Bite+Choc&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=Macaroons+-+Two+Bite+Choc,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=ssweynson9r%40ocn.ne.jp&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=ssweynson9r%40ocn.ne.jp&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=ssweynson9r%40ocn.ne.jp&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=ssweynson9r%40ocn.ne.jp&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=ssweynson9r%40ocn.ne.jp,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=F0%3A68%3AB6%3AE1%3A67%3A19&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=F0%3A68%3AB6%3AE1%3A67%3A19&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=F0%3A68%3AB6%3AE1%3A67%3A19&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=F0%3A68%3AB6%3AE1%3A67%3A19&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=F0%3A68%3AB6%3AE1%3A67%3A19,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=Chicken+-+Leg+%2F+Back+Attach&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=Chicken+-+Leg+%2F+Back+Attach&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=Chicken+-+Leg+%2F+Back+Attach&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=Chicken+-+Leg+%2F+Back+Attach&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=Chicken+-+Leg+%2F+Back+Attach,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=E9%3A91%3AE7%3AF6%3A59%3A60&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=E9%3A91%3AE7%3AF6%3A59%3A60&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=E9%3A91%3AE7%3AF6%3A59%3A60&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=E9%3A91%3AE7%3AF6%3A59%3A60&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=E9%3A91%3AE7%3AF6%3A59%3A60,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=74%3A88%3AF8%3AE1%3A90%3A54&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=74%3A88%3AF8%3AE1%3A90%3A54&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=74%3A88%3AF8%3AE1%3A90%3A54&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=74%3A88%3AF8%3AE1%3A90%3A54&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=74%3A88%3AF8%3AE1%3A90%3A54,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=F9%3A93%3A45%3A61%3AE9%3AB2&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=F9%3A93%3A45%3A61%3AE9%3AB2&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=F9%3A93%3A45%3A61%3AE9%3AB2&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=F9%3A93%3A45%3A61%3AE9%3AB2&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=F9%3A93%3A45%3A61%3AE9%3AB2,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=gpollettd0%40google.com.br&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=gpollettd0%40google.com.br&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=gpollettd0%40google.com.br&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=gpollettd0%40google.com.br&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=gpollettd0%40google.com.br,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=128.5.204.220&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=128.5.204.220&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=128.5.204.220&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=128.5.204.220&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=128.5.204.220,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=150.85.61.116&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=150.85.61.116&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=150.85.61.116&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=150.85.61.116&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=150.85.61.116,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=vlorroway5x%40wikimedia.org&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=vlorroway5x%40wikimedia.org&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=vlorroway5x%40wikimedia.org&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=vlorroway5x%40wikimedia.org&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=vlorroway5x%40wikimedia.org,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=dfrith3c%40usnews.com&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=dfrith3c%40usnews.com&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=dfrith3c%40usnews.com&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=dfrith3c%40usnews.com&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=dfrith3c%40usnews.com,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=13.44.35.33&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=13.44.35.33&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=13.44.35.33&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=13.44.35.33&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=13.44.35.33,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=97.68.167.113&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=97.68.167.113&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=97.68.167.113&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=97.68.167.113&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=97.68.167.113,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=ewehner3b%40trellian.com&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=ewehner3b%40trellian.com&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=ewehner3b%40trellian.com&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=ewehner3b%40trellian.com&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=ewehner3b%40trellian.com,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=33&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=33&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=33&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=33&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=33,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=62.85.54.231&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=62.85.54.231&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=62.85.54.231&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=62.85.54.231&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=62.85.54.231,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=21&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=21&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=21&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=21&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=21,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=mmcandrew7e%40arstechnica.com&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=mmcandrew7e%40arstechnica.com&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=mmcandrew7e%40arstechnica.com&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=mmcandrew7e%40arstechnica.com&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=mmcandrew7e%40arstechnica.com,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=nreading3x%40cisco.com&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=nreading3x%40cisco.com&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=nreading3x%40cisco.com&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=nreading3x%40cisco.com&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=nreading3x%40cisco.com,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
